,event_id,store_id,campaign_id,product_code,base_price(before_promo),quantity_sold(before_promo),promo_type,base_price(after_promo),quantity_sold(after_promo),category,product_name
188,49e9ea,STHYD-2,CAMP_SAN_01,P04,370,415.0,BOGOF,185,1672,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
189,ab6327,STHYD-1,CAMP_SAN_01,P04,370,444.0,BOGOF,185,1123,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
190,950a84,STBLR-9,CAMP_SAN_01,P11,190,52.0,50% OFF,95,73,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
191,680acd,STHYD-3,CAMP_SAN_01,P11,190,46.0,50% OFF,95,73,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
192,4ab9ba,STTRV-1,CAMP_SAN_01,P01,172,165.0,33% OFF,115,232,Grocery & Staples,Atliq_Masoor_Dal (1KG)
193,73564c,STBLR-5,CAMP_SAN_01,P11,190,43.0,50% OFF,95,63,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
194,23ef05,STVSK-0,CAMP_DIW_01,P12,62,78.0,50% OFF,31,121,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
195,0a4160,STCHE-7,CAMP_DIW_01,P03,156,330.0,25% OFF,117,323,Grocery & Staples,Atliq_Suflower_Oil (1L)
196,7b0f7d,STVJD-1,CAMP_DIW_01,P01,172,180.0,33% OFF,115,255,Grocery & Staples,Atliq_Masoor_Dal (1KG)
197,1f083a,STVJD-0,CAMP_SAN_01,P06,415,16.0,25% OFF,311,14,Home Care,Atliq_Fusion_Container_Set_of_3
198,60ba75,STVJD-0,CAMP_SAN_01,P13,350,60.0,BOGOF,175,234,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
199,d180ef,STBLR-7,CAMP_SAN_01,P01,172,341.0,33% OFF,115,531,Grocery & Staples,Atliq_Masoor_Dal (1KG)
200,c649ca,STMYS-1,CAMP_SAN_01,P02,860,595.0,33% OFF,576,886,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
201,3131b7,STMYS-3,CAMP_SAN_01,P09,90,54.0,25% OFF,67,45,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
202,74399f,STMYS-3,CAMP_DIW_01,P13,350,73.0,BOGOF,175,282,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
203,07ee94,STCHE-4,CAMP_DIW_01,P03,156,369.0,25% OFF,117,332,Grocery & Staples,Atliq_Suflower_Oil (1L)
204,8376c6,STHYD-5,CAMP_SAN_01,P01,172,336.0,33% OFF,115,467,Grocery & Staples,Atliq_Masoor_Dal (1KG)
205,3ea719,STBLR-7,CAMP_DIW_01,P02,860,336.0,33% OFF,576,577,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
206,4001c4,STBLR-6,CAMP_SAN_01,P04,370,402.0,BOGOF,185,1652,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
207,87be33,STBLR-6,CAMP_SAN_01,P13,350,120.0,BOGOF,175,516,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
208,30b66a,STBLR-7,CAMP_DIW_01,P11,190,84.0,50% OFF,95,131,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
209,908a96,STHYD-4,CAMP_SAN_01,P12,62,52.0,50% OFF,31,72,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
210,58ce38,STBLR-3,CAMP_SAN_01,P13,350,118.0,BOGOF,175,455,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
211,2706c5,STMYS-2,CAMP_DIW_01,P12,62,77.0,50% OFF,31,97,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
212,ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25.0,25% OFF,311,22,Home Care,Atliq_Fusion_Container_Set_of_3
213,b60e6a,STBLR-6,CAMP_SAN_01,P09,90,63.0,25% OFF,67,51,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
214,292ca5,STHYD-2,CAMP_DIW_01,P04,290,287.0,25% OFF,217,220,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
215,1130ea,STHYD-6,CAMP_DIW_01,P14,1020,45.0,BOGOF,510,155,Home Appliances,Atliq_waterproof_Immersion_Rod
216,c092d4,STBLR-4,CAMP_DIW_01,P07,300,70.0,BOGOF,150,243,Home Care,Atliq_Curtains
217,1b295f,STCHE-5,CAMP_DIW_01,P12,62,110.0,50% OFF,31,130,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
218,84a2f4,STCHE-7,CAMP_SAN_01,P04,370,423.0,BOGOF,185,1801,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
219,fe1a8b,STBLR-8,CAMP_SAN_01,P15,3000,126.0,500 Cashback,2500,278,Combo1,Atliq_Home_Essential_8_Product_Combo
220,fc2170,STCBE-3,CAMP_SAN_01,P08,1190,40.0,BOGOF,595,158,Home Care,Atliq_Double_Bedsheet_set
221,d0daaa,STMDU-1,CAMP_SAN_01,P14,1020,63.0,BOGOF,510,244,Home Appliances,Atliq_waterproof_Immersion_Rod
222,8cd1ec,STCHE-1,CAMP_SAN_01,P13,350,124.0,BOGOF,175,324,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
223,2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,341.0,25% OFF,117,327,Grocery & Staples,Atliq_Suflower_Oil (1L)
224,c22ead,STBLR-6,CAMP_SAN_01,P11,190,43.0,50% OFF,95,66,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
225,fd788c,STVSK-1,CAMP_DIW_01,P11,190,43.0,50% OFF,95,58,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
226,d6cc80,STCHE-4,CAMP_DIW_01,P07,300,61.0,BOGOF,150,236,Home Care,Atliq_Curtains
227,6e412f,STBLR-7,CAMP_SAN_01,P06,415,34.0,25% OFF,311,28,Home Care,Atliq_Fusion_Container_Set_of_3
228,94102d,STBLR-4,CAMP_SAN_01,P12,62,64.0,50% OFF,31,92,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
229,e4b7e4,STHYD-6,CAMP_DIW_01,P09,110,78.0,50% OFF,55,102,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
230,e96e9d,STHYD-1,CAMP_DIW_01,P15,3000,362.0,500 Cashback,2500,959,Combo1,Atliq_Home_Essential_8_Product_Combo
231,c6ca4d,STHYD-2,CAMP_SAN_01,P02,860,465.0,33% OFF,576,646,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
232,0c9f61,STBLR-7,CAMP_SAN_01,P03,200,433.0,BOGOF,100,1883,Grocery & Staples,Atliq_Suflower_Oil (1L)
233,3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,40.0,BOGOF,595,168,Home Care,Atliq_Double_Bedsheet_set
234,ddddb3,STBLR-2,CAMP_DIW_01,P09,110,103.0,50% OFF,55,136,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
235,dd8425,STCHE-0,CAMP_SAN_01,P11,190,49.0,50% OFF,95,71,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
236,b83644,STBLR-6,CAMP_DIW_01,P11,190,75.0,50% OFF,95,117,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
237,17df71,STHYD-0,CAMP_SAN_01,P08,1190,46.0,BOGOF,595,179,Home Care,Atliq_Double_Bedsheet_set
238,94cacb,STCHE-0,CAMP_SAN_01,P12,62,55.0,50% OFF,31,79,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
239,1490b8,STMDU-2,CAMP_SAN_01,P04,370,361.0,BOGOF,185,1397,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
240,75f30e,STCHE-2,CAMP_SAN_01,P15,3000,117.0,500 Cashback,2500,251,Combo1,Atliq_Home_Essential_8_Product_Combo
241,e7f270,STVSK-0,CAMP_SAN_01,P01,172,211.0,33% OFF,115,322,Grocery & Staples,Atliq_Masoor_Dal (1KG)
242,a24528,STVSK-2,CAMP_DIW_01,P05,55,70.0,25% OFF,41,62,Home Care,Atliq_Scrub_Sponge_For_Dishwash
243,9a13a5,STHYD-4,CAMP_DIW_01,P11,190,82.0,50% OFF,95,107,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
244,311946,STBLR-5,CAMP_DIW_01,P05,55,119.0,25% OFF,41,107,Home Care,Atliq_Scrub_Sponge_For_Dishwash
245,7d5e81,STCHE-5,CAMP_SAN_01,P07,300,43.0,BOGOF,150,167,Home Care,Atliq_Curtains
246,9a1d69,STMDU-3,CAMP_DIW_01,P01,172,292.0,33% OFF,115,373,Grocery & Staples,Atliq_Masoor_Dal (1KG)
247,4aa7ef,STHYD-1,CAMP_DIW_01,P07,300,59.0,BOGOF,150,176,Home Care,Atliq_Curtains
248,ee68d9,STCHE-1,CAMP_SAN_01,P15,3000,136.0,500 Cashback,2500,242,Combo1,Atliq_Home_Essential_8_Product_Combo
249,ebd35e,STBLR-8,CAMP_DIW_01,P04,290,323.0,25% OFF,217,251,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
250,4f76ac,STMYS-3,CAMP_DIW_01,P04,290,383.0,25% OFF,217,344,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
251,4fa17c,STCHE-4,CAMP_DIW_01,P01,172,327.0,33% OFF,115,503,Grocery & Staples,Atliq_Masoor_Dal (1KG)
252,9.57E+11,STHYD-1,CAMP_SAN_01,P15,3000,103.0,500 Cashback,2500,177,Combo1,Atliq_Home_Essential_8_Product_Combo
253,5.88E+11,STHYD-3,CAMP_DIW_01,P12,62,112.0,50% OFF,31,178,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
254,d4ccb5,STCBE-1,CAMP_DIW_01,P05,55,61.0,25% OFF,41,50,Home Care,Atliq_Scrub_Sponge_For_Dishwash
255,15265d,STCHE-5,CAMP_SAN_01,P12,62,58.0,50% OFF,31,65,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
256,e5db3d,STCBE-0,CAMP_DIW_01,P08,1190,29.0,BOGOF,595,98,Home Care,Atliq_Double_Bedsheet_set
257,46917a,STVSK-3,CAMP_DIW_01,P12,62,105.0,50% OFF,31,115,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
258,300664,STHYD-5,CAMP_DIW_01,P13,350,80.0,BOGOF,175,276,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
259,386fdc,STVSK-1,CAMP_DIW_01,P01,172,257.0,33% OFF,115,364,Grocery & Staples,Atliq_Masoor_Dal (1KG)
260,a08c5e,STMYS-2,CAMP_DIW_01,P05,55,99.0,25% OFF,41,88,Home Care,Atliq_Scrub_Sponge_For_Dishwash
261,b8c7c8,STHYD-6,CAMP_SAN_01,P10,50,31.0,25% OFF,37,26,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
262,417902,STMDU-0,CAMP_DIW_01,P08,1190,29.0,BOGOF,595,116,Home Care,Atliq_Double_Bedsheet_set
263,53a947,STBLR-1,CAMP_SAN_01,P06,415,39.0,25% OFF,311,36,Home Care,Atliq_Fusion_Container_Set_of_3
264,00a7c3,STTRV-1,CAMP_SAN_01,P02,860,231.0,33% OFF,576,314,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
265,d85264,STMLR-1,CAMP_SAN_01,P07,300,30.0,BOGOF,150,120,Home Care,Atliq_Curtains
266,4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,59.0,50% OFF,55,69,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
267,e23132,STVJD-0,CAMP_DIW_01,P08,1190,26.0,BOGOF,595,86,Home Care,Atliq_Double_Bedsheet_set
268,4e42b9,STHYD-4,CAMP_SAN_01,P03,200,376.0,BOGOF,100,1447,Grocery & Staples,Atliq_Suflower_Oil (1L)
269,f013a9,STMYS-2,CAMP_SAN_01,P14,1020,105.0,BOGOF,510,276,Home Appliances,Atliq_waterproof_Immersion_Rod
270,84aa9b,STCHE-0,CAMP_SAN_01,P02,860,424.0,33% OFF,576,580,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
271,b97dfe,STBLR-2,CAMP_DIW_01,P07,300,56.0,BOGOF,150,196,Home Care,Atliq_Curtains
272,565a38,STTRV-0,CAMP_SAN_01,P07,300,30.0,BOGOF,150,117,Home Care,Atliq_Curtains
273,8724c8,STCBE-4,CAMP_SAN_01,P04,370,363.0,BOGOF,185,990,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
274,a4fb0b,STMDU-0,CAMP_SAN_01,P02,860,318.0,33% OFF,576,448,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
275,91fec3,STMYS-1,CAMP_DIW_01,P06,415,101.0,25% OFF,311,79,Home Care,Atliq_Fusion_Container_Set_of_3
276,2b50e0,STBLR-6,CAMP_DIW_01,P15,3000,390.0,500 Cashback,2500,1318,Combo1,Atliq_Home_Essential_8_Product_Combo
277,94953c,STMLR-2,CAMP_SAN_01,P06,415,15.0,25% OFF,311,12,Home Care,Atliq_Fusion_Container_Set_of_3
278,ea916f,STTRV-0,CAMP_SAN_01,P10,50,18.0,25% OFF,37,16,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
279,8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,40.0,25% OFF,311,33,Home Care,Atliq_Fusion_Container_Set_of_3
280,152ae4,STHYD-1,CAMP_SAN_01,P12,62,51.0,50% OFF,31,57,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
281,e93b62,STCHE-2,CAMP_SAN_01,P04,370,513.0,BOGOF,185,2067,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
282,19e2f0,STCHE-7,CAMP_SAN_01,P11,190,58.0,50% OFF,95,81,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
283,a937e8,STMDU-3,CAMP_SAN_01,P14,1020,87.0,BOGOF,510,347,Home Appliances,Atliq_waterproof_Immersion_Rod
284,6321fa,STCHE-3,CAMP_SAN_01,P10,50,31.0,25% OFF,37,26,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
285,fd48ff,STCBE-0,CAMP_SAN_01,P04,370,367.0,BOGOF,185,1423,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
286,4572a3,STCHE-1,CAMP_SAN_01,P11,190,48.0,50% OFF,95,55,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
287,e3929b,STMYS-0,CAMP_DIW_01,P12,62,98.0,50% OFF,31,128,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
288,b08c12,STMDU-3,CAMP_DIW_01,P03,156,227.0,25% OFF,117,202,Grocery & Staples,Atliq_Suflower_Oil (1L)
289,a0017b,STCBE-4,CAMP_SAN_01,P05,55,16.0,25% OFF,41,12,Home Care,Atliq_Scrub_Sponge_For_Dishwash
290,400cab,STCHE-4,CAMP_SAN_01,P02,860,642.0,33% OFF,576,918,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
291,5ce72d,STMLR-2,CAMP_SAN_01,P11,190,24.0,50% OFF,95,27,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
292,4e0e90,STVSK-2,CAMP_DIW_01,P12,62,80.0,50% OFF,31,124,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
293,73c8f5,STVSK-3,CAMP_DIW_01,P01,172,229.0,33% OFF,115,293,Grocery & Staples,Atliq_Masoor_Dal (1KG)
294,43feca,STMDU-3,CAMP_DIW_01,P13,350,56.0,BOGOF,175,184,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
295,30c488,STTRV-0,CAMP_SAN_01,P01,172,132.0,33% OFF,115,187,Grocery & Staples,Atliq_Masoor_Dal (1KG)
296,fc7056,STBLR-2,CAMP_DIW_01,P08,1190,40.0,BOGOF,595,135,Home Care,Atliq_Double_Bedsheet_set
297,eacf93,STTRV-1,CAMP_SAN_01,P11,190,24.0,50% OFF,95,34,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
298,7f650b,STCBE-2,CAMP_SAN_01,P11,190,34.0,50% OFF,95,52,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
299,1f03e5,STVJD-0,CAMP_DIW_01,P13,350,45.0,BOGOF,175,157,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
300,7a6449,STHYD-3,CAMP_DIW_01,P10,65,131.0,50% OFF,32,203,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
301,7c51b1,STCBE-0,CAMP_DIW_01,P09,110,59.0,50% OFF,55,89,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
302,f8a417,STCBE-4,CAMP_SAN_01,P12,62,37.0,50% OFF,31,53,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
303,d7798b,STMYS-2,CAMP_SAN_01,P02,860,484.0,33% OFF,576,677,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
304,af646e,STHYD-4,CAMP_SAN_01,P11,190,54.0,50% OFF,95,78,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
305,b7db9e,STHYD-4,CAMP_DIW_01,P05,55,106.0,25% OFF,41,101,Home Care,Atliq_Scrub_Sponge_For_Dishwash
306,c43947,STHYD-5,CAMP_SAN_01,P06,415,39.0,25% OFF,311,35,Home Care,Atliq_Fusion_Container_Set_of_3
307,d91475,STMYS-0,CAMP_DIW_01,P07,300,61.0,BOGOF,150,189,Home Care,Atliq_Curtains
308,fc2f67,STBLR-5,CAMP_SAN_01,P06,415,34.0,25% OFF,311,27,Home Care,Atliq_Fusion_Container_Set_of_3
309,d4fced,STHYD-0,CAMP_SAN_01,P13,350,132.0,BOGOF,175,520,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
310,b666fa,STTRV-1,CAMP_DIW_01,P05,55,57.0,25% OFF,41,55,Home Care,Atliq_Scrub_Sponge_For_Dishwash
311,55b461,STMDU-0,CAMP_SAN_01,P06,415,21.0,25% OFF,311,17,Home Care,Atliq_Fusion_Container_Set_of_3
312,677e2c,STHYD-1,CAMP_SAN_01,P13,350,122.0,BOGOF,175,326,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
313,b91c31,STMYS-1,CAMP_DIW_01,P05,55,89.0,25% OFF,41,71,Home Care,Atliq_Scrub_Sponge_For_Dishwash
314,61089e,STHYD-5,CAMP_SAN_01,P04,370,412.0,BOGOF,185,1615,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
315,c198da,STMDU-2,CAMP_SAN_01,P06,415,19.0,25% OFF,311,15,Home Care,Atliq_Fusion_Container_Set_of_3
316,66050c,STCHE-6,CAMP_SAN_01,P08,1190,60.0,BOGOF,595,238,Home Care,Atliq_Double_Bedsheet_set
317,3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,22.0,25% OFF,311,16,Home Care,Atliq_Fusion_Container_Set_of_3
318,ac0b82,STMYS-0,CAMP_DIW_01,P04,290,234.0,25% OFF,217,205,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
319,41b8f8,STBLR-0,CAMP_DIW_01,P08,1190,56.0,BOGOF,595,220,Home Care,Atliq_Double_Bedsheet_set
320,89bbca,STCBE-4,CAMP_DIW_01,P13,350,42.0,BOGOF,175,128,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
321,718bb4,STHYD-2,CAMP_DIW_01,P12,62,129.0,50% OFF,31,165,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
322,250dee,STCHE-0,CAMP_SAN_01,P01,172,237.0,33% OFF,115,341,Grocery & Staples,Atliq_Masoor_Dal (1KG)
323,0dfaac,STCHE-6,CAMP_DIW_01,P02,860,434.0,33% OFF,576,629,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
324,13fd74,STMDU-3,CAMP_DIW_01,P05,55,64.0,25% OFF,41,58,Home Care,Atliq_Scrub_Sponge_For_Dishwash
325,80255e,STMDU-0,CAMP_DIW_01,P05,55,57.0,25% OFF,41,50,Home Care,Atliq_Scrub_Sponge_For_Dishwash
326,19352c,STBLR-4,CAMP_SAN_01,P02,860,501.0,33% OFF,576,701,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
327,0a2689,STBLR-8,CAMP_SAN_01,P12,62,55.0,50% OFF,31,77,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
328,0b51fe,STHYD-3,CAMP_SAN_01,P10,50,39.0,25% OFF,37,29,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
329,19d7b5,STMYS-1,CAMP_SAN_01,P03,200,382.0,BOGOF,100,1596,Grocery & Staples,Atliq_Suflower_Oil (1L)
330,1bff17,STCHE-6,CAMP_DIW_01,P05,55,112.0,25% OFF,41,85,Home Care,Atliq_Scrub_Sponge_For_Dishwash
331,0edad5,STTRV-1,CAMP_SAN_01,P13,350,51.0,BOGOF,175,205,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
332,0491f4,STVSK-2,CAMP_DIW_01,P11,190,38.0,50% OFF,95,58,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
333,ffcda1,STVJD-0,CAMP_DIW_01,P11,190,42.0,50% OFF,95,55,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
334,5f2bb8,STBLR-8,CAMP_SAN_01,P11,190,45.0,50% OFF,95,62,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
335,df45ee,STHYD-3,CAMP_DIW_01,P01,172,309.0,33% OFF,115,534,Grocery & Staples,Atliq_Masoor_Dal (1KG)
336,8f3699,STVSK-3,CAMP_DIW_01,P03,156,196.0,25% OFF,117,174,Grocery & Staples,Atliq_Suflower_Oil (1L)
337,99482c,STBLR-8,CAMP_SAN_01,P08,1190,42.0,BOGOF,595,161,Home Care,Atliq_Double_Bedsheet_set
338,d6ff76,STMDU-2,CAMP_DIW_01,P14,1020,28.0,BOGOF,510,96,Home Appliances,Atliq_waterproof_Immersion_Rod
339,55fed8,STCBE-3,CAMP_DIW_01,P09,110,40.0,50% OFF,55,60,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
340,2ef46d,STMDU-0,CAMP_DIW_01,P02,860,78.0,33% OFF,576,430,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
341,0a45d8,STTRV-0,CAMP_DIW_01,P02,860,196.0,33% OFF,576,303,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
342,53b2fd,STHYD-6,CAMP_DIW_01,P01,172,320.0,33% OFF,115,467,Grocery & Staples,Atliq_Masoor_Dal (1KG)
343,6436da,STMDU-1,CAMP_SAN_01,P08,1190,30.0,BOGOF,595,118,Home Care,Atliq_Double_Bedsheet_set
344,fd5855,STVSK-4,CAMP_SAN_01,P08,1190,25.0,BOGOF,595,64,Home Care,Atliq_Double_Bedsheet_set
345,a5800c,STMYS-3,CAMP_SAN_01,P12,62,60.0,50% OFF,31,67,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
346,93dff2,STBLR-3,CAMP_DIW_01,P03,156,390.0,25% OFF,117,308,Grocery & Staples,Atliq_Suflower_Oil (1L)
347,6edb42,STBLR-8,CAMP_SAN_01,P10,50,36.0,25% OFF,37,26,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
348,1c4a78,STMLR-2,CAMP_SAN_01,P12,62,27.0,50% OFF,31,31,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
349,e57227,STCHE-6,CAMP_SAN_01,P05,55,25.0,25% OFF,41,18,Home Care,Atliq_Scrub_Sponge_For_Dishwash
350,4f40ed,STCHE-5,CAMP_SAN_01,P02,860,564.0,33% OFF,576,721,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
351,46ee5a,STCBE-3,CAMP_DIW_01,P04,290,246.0,25% OFF,217,214,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
352,0da7fd,STVSK-0,CAMP_SAN_01,P02,860,408.0,33% OFF,576,632,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
353,9e82db,STMDU-1,CAMP_DIW_01,P05,55,92.0,25% OFF,41,79,Home Care,Atliq_Scrub_Sponge_For_Dishwash
354,17537,STMDU-2,CAMP_SAN_01,P08,1190,33.0,BOGOF,595,129,Home Care,Atliq_Double_Bedsheet_set
355,f21f4c,STVSK-3,CAMP_DIW_01,P09,110,50.0,50% OFF,55,58,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
356,0f3f34,STCHE-1,CAMP_DIW_01,P06,415,99.0,25% OFF,311,87,Home Care,Atliq_Fusion_Container_Set_of_3
357,695cd9,STTRV-1,CAMP_SAN_01,P07,300,21.0,BOGOF,150,82,Home Care,Atliq_Curtains
358,66f526,STVJD-0,CAMP_SAN_01,P10,50,18.0,25% OFF,37,16,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
359,4b411a,STVJD-0,CAMP_DIW_01,P15,3000,218.0,500 Cashback,2500,673,Combo1,Atliq_Home_Essential_8_Product_Combo
360,f95092,STVSK-1,CAMP_SAN_01,P13,350,124.0,BOGOF,175,500,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
361,276150,STCBE-3,CAMP_SAN_01,P07,300,33.0,BOGOF,150,128,Home Care,Atliq_Curtains
362,52d20e,STHYD-1,CAMP_DIW_01,P10,65,134.0,50% OFF,32,156,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
363,6b26bc,STHYD-2,CAMP_SAN_01,P05,55,24.0,25% OFF,41,18,Home Care,Atliq_Scrub_Sponge_For_Dishwash
364,284539,STCHE-3,CAMP_SAN_01,P03,200,384.0,BOGOF,100,1678,Grocery & Staples,Atliq_Suflower_Oil (1L)
365,ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,337.0,33% OFF,115,485,Grocery & Staples,Atliq_Masoor_Dal (1KG)
366,7151bb,STBLR-6,CAMP_DIW_01,P13,350,98.0,BOGOF,175,372,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
367,2c893f,STCHE-3,CAMP_DIW_01,P12,62,103.0,50% OFF,31,129,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
368,da99ec,STCHE-5,CAMP_DIW_01,P14,1020,54.0,BOGOF,510,184,Home Appliances,Atliq_waterproof_Immersion_Rod
369,543c36,STHYD-4,CAMP_SAN_01,P07,300,58.0,BOGOF,150,225,Home Care,Atliq_Curtains
370,4c7359,STVSK-2,CAMP_SAN_01,P09,90,43.0,25% OFF,67,35,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
371,99ce6a,STVSK-3,CAMP_SAN_01,P03,200,250.0,BOGOF,100,687,Grocery & Staples,Atliq_Suflower_Oil (1L)
372,6a1564,STMDU-3,CAMP_DIW_01,P15,3000,334.0,500 Cashback,2500,1022,Combo1,Atliq_Home_Essential_8_Product_Combo
373,bd1314,STMYS-2,CAMP_SAN_01,P05,55,37.0,25% OFF,41,30,Home Care,Atliq_Scrub_Sponge_For_Dishwash
374,3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,36.0,BOGOF,595,145,Home Care,Atliq_Double_Bedsheet_set
375,0ba095,STCBE-1,CAMP_DIW_01,P03,156,274.0,25% OFF,117,210,Grocery & Staples,Atliq_Suflower_Oil (1L)
376,e788e5,STMYS-0,CAMP_SAN_01,P10,50,30.0,25% OFF,37,24,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
377,e0a83a,STBLR-8,CAMP_DIW_01,P07,300,63.0,BOGOF,150,221,Home Care,Atliq_Curtains
